vendor,contract_file,category,risk_level,lock_in_mechanism,clause_text,keywords_found
Pagerduty,pagerduty.html,pricing_terms,Medium,standard,"            Documentation. Use of the Services. Use of the Service(s). In consideration of payment of the Fees,",2
Pagerduty,pagerduty.html,pricing_terms,Medium,standard,"            right and license to use and incorporate into the Service(s) any Feedback. Fees, Payment Terms and Renewals. Fees and Payment Terms. Customer will pay PagerDuty the fees as",3
Pagerduty,pagerduty.html,pricing_terms,Medium,standard,            payment to PagerDuty pursuant to Section 7.1 above. Failure to Pay. Unpaid invoices are subject to a finance charge,2
Pagerduty,pagerduty.html,pricing_terms,Medium,standard,                PagerDuty does not receive its payment of Fees from the Reseller. Customer may place an order through the Reseller or via the,2
Pagerduty,pagerduty.html,support_obligations,Medium,standard,"Terms of Service | PagerDuty Meet us at AWS re:Invent. Book 1:1 time with a PagerDuty Expert Learn more Connect, Learn, Innovate. Join us for PagerDuty on Tour. Register now Meet us at AWS re:Invent. Book 1:1 time with a PagerDuty Expert Learn more ✕ Products Arrow Down Icon Solutions Arrow Down Icon Pricing Company Arrow Down Icon Resources Arrow Down Icon English Deutsch Français 日本語 Contact Us Log In Start for Free Your account is waiting! Search English Deutsch Français 日本語 Contact Us Log In",2
Pagerduty,pagerduty.html,service_level,Medium,standard,"Terms of Service | PagerDuty Meet us at AWS re:Invent. Book 1:1 time with a PagerDuty Expert Learn more Connect, Learn, Innovate. Join us for PagerDuty on Tour. Register now Meet us at AWS re:Invent. Book 1:1 time with a PagerDuty Expert Learn more ✕ Products Arrow Down Icon Solutions Arrow Down Icon Pricing Company Arrow Down Icon Resources Arrow Down Icon English Deutsch Français 日本語 Contact Us Log In Start for Free Your account is waiting! Search English Deutsch Français 日本語 Contact Us Log In",2
Pagerduty,pagerduty.html,service_level,Medium,standard,"            in the future). Customer will be entitled to Service Credits for the Hosted Services pursuant to the Service Level Agreement (“SLA”) located at https://www.pagerduty.com/standard-service-level-agreement/ "", if the applicable Service(s) fail to meet the availability and response targets set forth in the SLA. Protection of Contact Information. PagerDuty shall maintain",5
Postmark,postmark.html,pricing_terms,High,price_increase_risk,🐙 Check out Postmark's new MCP Server! Try it out x Terms of Service | Postmark Postmark Log In Why Postmark? Product Features Email API SMTP Service Message Streams Transactional Email Email Delivery Email Templates Inbound Email Analytics & Retention Integrations Postmark For Agencies Enterprise Startups Bootstrapped Startups Side Projects Postmark vs. SendGrid Mailgun Amazon SES SparkPost Mandrill Pricing Resources Blog API Documentation Getting Started Email Guides Email Comic Webinars Video,7
Postmark,postmark.html,support_obligations,High,no_support_guarantee,🐙 Check out Postmark's new MCP Server! Try it out x Terms of Service | Postmark Postmark Log In Why Postmark? Product Features Email API SMTP Service Message Streams Transactional Email Email Delivery Email Templates Inbound Email Analytics & Retention Integrations Postmark For Agencies Enterprise Startups Bootstrapped Startups Side Projects Postmark vs. SendGrid Mailgun Amazon SES SparkPost Mandrill Pricing Resources Blog API Documentation Getting Started Email Guides Email Comic Webinars Video,2
Postmark,postmark.html,termination_exit,Medium,automatic_renewal,🐙 Check out Postmark's new MCP Server! Try it out x Terms of Service | Postmark Postmark Log In Why Postmark? Product Features Email API SMTP Service Message Streams Transactional Email Email Delivery Email Templates Inbound Email Analytics & Retention Integrations Postmark For Agencies Enterprise Startups Bootstrapped Startups Side Projects Postmark vs. SendGrid Mailgun Amazon SES SparkPost Mandrill Pricing Resources Blog API Documentation Getting Started Email Guides Email Comic Webinars Video,4
Postmark,postmark.html,service_level,High,no_compensation,🐙 Check out Postmark's new MCP Server! Try it out x Terms of Service | Postmark Postmark Log In Why Postmark? Product Features Email API SMTP Service Message Streams Transactional Email Email Delivery Email Templates Inbound Email Analytics & Retention Integrations Postmark For Agencies Enterprise Startups Bootstrapped Startups Side Projects Postmark vs. SendGrid Mailgun Amazon SES SparkPost Mandrill Pricing Resources Blog API Documentation Getting Started Email Guides Email Comic Webinars Video,5
Render,render.html,pricing_terms,High,price_increase_risk,Terms of Service | Render Debug your Render services in Claude Code and Cursor. Try Render MCP Product Platform Overview HIPAA on Render Features Autoscaling Private Networking Persistent Disks Infrastructure as Code Preview Environments Zero Downtime Deploys Render API Services Static Sites Web Services Private Services Background Workers Cron Jobs Render Postgres Render Key Value Pricing Customers Blog Docs Changelog Company About Us Security Careers Press Contact Sign In Get Started Render Te,8
Render,render.html,support_obligations,High,no_support_guarantee,Terms of Service | Render Debug your Render services in Claude Code and Cursor. Try Render MCP Product Platform Overview HIPAA on Render Features Autoscaling Private Networking Persistent Disks Infrastructure as Code Preview Environments Zero Downtime Deploys Render API Services Static Sites Web Services Private Services Background Workers Cron Jobs Render Postgres Render Key Value Pricing Customers Blog Docs Changelog Company About Us Security Careers Press Contact Sign In Get Started Render Te,2
Render,render.html,termination_exit,High,cancellation_penalty,Terms of Service | Render Debug your Render services in Claude Code and Cursor. Try Render MCP Product Platform Overview HIPAA on Render Features Autoscaling Private Networking Persistent Disks Infrastructure as Code Preview Environments Zero Downtime Deploys Render API Services Static Sites Web Services Private Services Background Workers Cron Jobs Render Postgres Render Key Value Pricing Customers Blog Docs Changelog Company About Us Security Careers Press Contact Sign In Get Started Render Te,5
Render,render.html,service_level,High,no_compensation,Terms of Service | Render Debug your Render services in Claude Code and Cursor. Try Render MCP Product Platform Overview HIPAA on Render Features Autoscaling Private Networking Persistent Disks Infrastructure as Code Preview Environments Zero Downtime Deploys Render API Services Static Sites Web Services Private Services Background Workers Cron Jobs Render Postgres Render Key Value Pricing Customers Blog Docs Changelog Company About Us Security Careers Press Contact Sign In Get Started Render Te,6
Segment,segment.html,pricing_terms,High,price_increase_risk,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",8
Segment,segment.html,support_obligations,High,discontinuation_risk,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",6
Segment,segment.html,termination_exit,Medium,standard,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",4
Segment,segment.html,service_level,High,no_compensation,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",7
Sendgrid,sendgrid.html,pricing_terms,High,price_increase_risk,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",8
Sendgrid,sendgrid.html,support_obligations,High,discontinuation_risk,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",6
Sendgrid,sendgrid.html,termination_exit,Medium,standard,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",4
Sendgrid,sendgrid.html,service_level,High,no_compensation,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",7
Shopify,shopify.html,pricing_terms,Medium,standard,Shopify Terms of Service - Shopify Skip to Content Solutions Start Start your business . Build your brand Create your website . Online store editor Customize your store . Store themes Find business apps . Shopify app store Own your site domain . Domains & hosting Explore free business tools . Tools to run your business Sell Sell your products . Sell online or in person Check out customers . World-class checkout Sell online . Grow your business online Sell across channels . Reach millions of shop,3
Shopify,shopify.html,pricing_terms,Medium,standard,"to the API Terms. You acknowledge and agree to provide public-facing contact information, terms of service, a refund policy, and shipping policies (including order fulfilment timelines) on your Shopify Store. Public-facing contact information should include your name, address, telephone number, and email address. You should inform your customers if you use a third-party supplier. You acknowledge and agree that the Services are not a marketplace, and any contract of sale made through the Services",2
Shopify,shopify.html,pricing_terms,Medium,standard,or to self-remit to your local taxing authority. No refunds. You will pay the Fees applicable to your subscription to Online,2
Shopify,shopify.html,pricing_terms,Medium,standard,"shipping, apps, Themes, domain names, Shopify App Store, or Third Party Services ("" Additional Fees ""). Together, the Subscription Fees, Transaction Fees and the Additional Fees are referred to as the "" Fees "". You must keep a valid payment method on file with us to pay for all",3
Shopify,shopify.html,pricing_terms,Medium,standard,"U.S. dollars, and all payments will be in U.S. currency. Subscription Fees are paid in advance and will be billed in 30 day",3
Shopify,shopify.html,pricing_terms,Medium,price_increase_risk,"and our Consumer Privacy Policy. Shopify's Services comply with PCI DSS. Shopify is firmly committed to protecting the privacy of your personal information and the personal information of your customers. Shopify's collection, use, disclosure and processing of Your Customer Personal Data (as defined in the Data Processing Addendum) is subject to these Terms, our Data Processing Addendum , and our Consumer Privacy Policy . Shopify's collection, use, disclosure and processing of your personal infor",2
Shopify,shopify.html,pricing_terms,Medium,standard,"floor, Ottawa, Ontario, K2P 2L8. Where the Services include payment activities that are regulated under the Canadian Retail Payment Activities Act (collectively, "" Regulated Payment Services ""), solely with respect to the provision of such Regulated Payment Services to you, ""Shopify Contracting Party"" shall mean Shopify Payment Activities Inc., a Canadian corporation, with offices located at 151 O'Connor Street, Ground floor, Ottawa, Ontario, K2P 2L8. If the billing address of your Store is loca",2
Shopify,shopify.html,support_obligations,Medium,standard,Shopify Terms of Service - Shopify Skip to Content Solutions Start Start your business . Build your brand Create your website . Online store editor Customize your store . Store themes Find business apps . Shopify app store Own your site domain . Domains & hosting Explore free business tools . Tools to run your business Sell Sell your products . Sell online or in person Check out customers . World-class checkout Sell online . Grow your business online Sell across channels . Reach millions of shop,2
Shopify,shopify.html,support_obligations,High,standard,the right to adjust these requirements at our discretion. Technical support in respect of the Services is only provided to,2
Shopify,shopify.html,termination_exit,Medium,standard,"terminated by us or by you, as provided below (the "" Term ""). You may cancel your Account and terminate the Terms of Service",2
Slack,slack.html,pricing_terms,Medium,standard,"Main Services Agreement | Legal | Slack Skip to main content Features COLLABORATION Channels Organise teams and work Slack Connect Work with external partners Messaging Chat with your team Huddles Meet using audio and video Clips Record and share updates CRM Salesforce in Slack Bring Salesforce into the flow of work PROJECT MANAGEMENT Templates Start any task, fast Canvas Create rich, flexible docs Lists Organise, track and manage projects File sharing Bring files into the flow of work PLATFORM ",3
Slack,slack.html,support_obligations,Medium,standard,"Main Services Agreement | Legal | Slack Skip to main content Features COLLABORATION Channels Organise teams and work Slack Connect Work with external partners Messaging Chat with your team Huddles Meet using audio and video Clips Record and share updates CRM Salesforce in Slack Bring Salesforce into the flow of work PROJECT MANAGEMENT Templates Start any task, fast Canvas Create rich, flexible docs Lists Organise, track and manage projects File sharing Bring files into the flow of work PLATFORM ",4
Splunk,splunk.html,pricing_terms,High,price_increase_risk,"Splunk General Terms | Splunk Deutsch Francais 日本語 한국어 中文 繁體中文 Search Search Platform Back platform Products Cloud Platform Leverage a flexible data platform offered as a service Enterprise Unify security and observability with a data platform Splunkbase Explore 2,000+ Splunk apps and add-ons Platform overview Use Cases Data Optimization Manage critical data, storage, and costs IT Modernization Maximize IT impact with AIOps IT Service Health Analyze service health from one view View all use case",9
Splunk,splunk.html,support_obligations,High,no_support_guarantee,"Splunk General Terms | Splunk Deutsch Francais 日本語 한국어 中文 繁體中文 Search Search Platform Back platform Products Cloud Platform Leverage a flexible data platform offered as a service Enterprise Unify security and observability with a data platform Splunkbase Explore 2,000+ Splunk apps and add-ons Platform overview Use Cases Data Optimization Manage critical data, storage, and costs IT Modernization Maximize IT impact with AIOps IT Service Health Analyze service health from one view View all use case",5
Splunk,splunk.html,termination_exit,Medium,exit_fees,"Splunk General Terms | Splunk Deutsch Francais 日本語 한국어 中文 繁體中文 Search Search Platform Back platform Products Cloud Platform Leverage a flexible data platform offered as a service Enterprise Unify security and observability with a data platform Splunkbase Explore 2,000+ Splunk apps and add-ons Platform overview Use Cases Data Optimization Manage critical data, storage, and costs IT Modernization Maximize IT impact with AIOps IT Service Health Analyze service health from one view View all use case",6
Splunk,splunk.html,service_level,High,no_compensation,"Splunk General Terms | Splunk Deutsch Francais 日本語 한국어 中文 繁體中文 Search Search Platform Back platform Products Cloud Platform Leverage a flexible data platform offered as a service Enterprise Unify security and observability with a data platform Splunkbase Explore 2,000+ Splunk apps and add-ons Platform overview Use Cases Data Optimization Manage critical data, storage, and costs IT Modernization Maximize IT impact with AIOps IT Service Health Analyze service health from one view View all use case",14
Squarespace,squarespace.html,pricing_terms,High,price_increase_risk,"          checkout: Use code at checkout: Offer terms Close Enter code at checkout by 11:59 PM EST on the expiration date. Discount applies to the first payment of an applicable new Squarespace subscription only. Does not apply to recurring payments. Cannot be used on previous purchases, upgrades, in combination with other offers, or payments through In-App Pay. Terms of Service Effective Date: March 27, 2025 This page explains our terms of service, which contain important information about your",9
Squarespace,squarespace.html,support_obligations,High,discontinuation_risk,"          checkout: Use code at checkout: Offer terms Close Enter code at checkout by 11:59 PM EST on the expiration date. Discount applies to the first payment of an applicable new Squarespace subscription only. Does not apply to recurring payments. Cannot be used on previous purchases, upgrades, in combination with other offers, or payments through In-App Pay. Terms of Service Effective Date: March 27, 2025 This page explains our terms of service, which contain important information about your",4
Squarespace,squarespace.html,termination_exit,High,automatic_renewal,"          checkout: Use code at checkout: Offer terms Close Enter code at checkout by 11:59 PM EST on the expiration date. Discount applies to the first payment of an applicable new Squarespace subscription only. Does not apply to recurring payments. Cannot be used on previous purchases, upgrades, in combination with other offers, or payments through In-App Pay. Terms of Service Effective Date: March 27, 2025 This page explains our terms of service, which contain important information about your",6
Squarespace,squarespace.html,service_level,High,no_guarantee,"          checkout: Use code at checkout: Offer terms Close Enter code at checkout by 11:59 PM EST on the expiration date. Discount applies to the first payment of an applicable new Squarespace subscription only. Does not apply to recurring payments. Cannot be used on previous purchases, upgrades, in combination with other offers, or payments through In-App Pay. Terms of Service Effective Date: March 27, 2025 This page explains our terms of service, which contain important information about your",5
Stripe,stripe.html,pricing_terms,High,price_increase_risk,Stripe Services Agreement - General Terms Stripe logo Legal Stripe Services Agreement Overview & FAQs General Terms of Service Services Terms User Bank Account Debit Authorisations Prohibited & Restricted Businesses e-Signature Disclosure Financial Provider Terms Acquirer Disclosure & Acquirer Terms SPC Terms & Licenses (US) SPC Licenses (US) Payment Method Terms Issuing Bank Terms (US) Data Processing Agreement Translations Regional Regulatory Disclosures & Policies Combined Financial Services ,8
Stripe,stripe.html,support_obligations,High,discontinuation_risk,Stripe Services Agreement - General Terms Stripe logo Legal Stripe Services Agreement Overview & FAQs General Terms of Service Services Terms User Bank Account Debit Authorisations Prohibited & Restricted Businesses e-Signature Disclosure Financial Provider Terms Acquirer Disclosure & Acquirer Terms SPC Terms & Licenses (US) SPC Licenses (US) Payment Method Terms Issuing Bank Terms (US) Data Processing Agreement Translations Regional Regulatory Disclosures & Policies Combined Financial Services ,7
Stripe,stripe.html,termination_exit,High,cancellation_penalty,Stripe Services Agreement - General Terms Stripe logo Legal Stripe Services Agreement Overview & FAQs General Terms of Service Services Terms User Bank Account Debit Authorisations Prohibited & Restricted Businesses e-Signature Disclosure Financial Provider Terms Acquirer Disclosure & Acquirer Terms SPC Terms & Licenses (US) SPC Licenses (US) Payment Method Terms Issuing Bank Terms (US) Data Processing Agreement Translations Regional Regulatory Disclosures & Policies Combined Financial Services ,4
Stripe,stripe.html,service_level,High,no_guarantee,Stripe Services Agreement - General Terms Stripe logo Legal Stripe Services Agreement Overview & FAQs General Terms of Service Services Terms User Bank Account Debit Authorisations Prohibited & Restricted Businesses e-Signature Disclosure Financial Provider Terms Acquirer Disclosure & Acquirer Terms SPC Terms & Licenses (US) SPC Licenses (US) Payment Method Terms Issuing Bank Terms (US) Data Processing Agreement Translations Regional Regulatory Disclosures & Policies Combined Financial Services ,7
Supabase,supabase.html,pricing_terms,High,price_increase_risk,"Terms of Service Product Developers Solutions Pricing Docs Blog 94.8K Sign in Start your project Open main menu Terms of service # Last Modified: 11 July 2025 These Terms of Service (this "" Agreement "") are a binding contract between you ("" Customer ,"" "" you ,"" or "" your "") and Supabase, Inc., a Delaware corporation with offices located at 65 Chulia Street #38-02/03, OCBC Centre, Singapore 049513 ("" Supabase ,"" "" we ,"" or "" us ""). This Agreement governs your access to and use of the Cloud Servic",8
Supabase,supabase.html,support_obligations,High,discontinuation_risk,"Terms of Service Product Developers Solutions Pricing Docs Blog 94.8K Sign in Start your project Open main menu Terms of service # Last Modified: 11 July 2025 These Terms of Service (this "" Agreement "") are a binding contract between you ("" Customer ,"" "" you ,"" or "" your "") and Supabase, Inc., a Delaware corporation with offices located at 65 Chulia Street #38-02/03, OCBC Centre, Singapore 049513 ("" Supabase ,"" "" we ,"" or "" us ""). This Agreement governs your access to and use of the Cloud Servic",4
Supabase,supabase.html,termination_exit,Medium,automatic_renewal,"Terms of Service Product Developers Solutions Pricing Docs Blog 94.8K Sign in Start your project Open main menu Terms of service # Last Modified: 11 July 2025 These Terms of Service (this "" Agreement "") are a binding contract between you ("" Customer ,"" "" you ,"" or "" your "") and Supabase, Inc., a Delaware corporation with offices located at 65 Chulia Street #38-02/03, OCBC Centre, Singapore 049513 ("" Supabase ,"" "" we ,"" or "" us ""). This Agreement governs your access to and use of the Cloud Servic",5
Supabase,supabase.html,service_level,High,no_compensation,"Terms of Service Product Developers Solutions Pricing Docs Blog 94.8K Sign in Start your project Open main menu Terms of service # Last Modified: 11 July 2025 These Terms of Service (this "" Agreement "") are a binding contract between you ("" Customer ,"" "" you ,"" or "" your "") and Supabase, Inc., a Delaware corporation with offices located at 65 Chulia Street #38-02/03, OCBC Centre, Singapore 049513 ("" Supabase ,"" "" we ,"" or "" us ""). This Agreement governs your access to and use of the Cloud Servic",7
Sync,sync.html,pricing_terms,High,price_increase_risk,"&amp;noscript=1""> <img  height=""1"" width=""1"" style=""display:none;"" alt="""" src=""https://px.ads.linkedin.com/collect/?pid=7098068&amp;fmt=gif""> Features Solutions Secure file sharing Client file portal Team collaboration Secure cloud storage Work remotely Unlimited storage Education Financial services Healthcare Legal Government Content creators Resources Download Sign in to web Help center Contact us Blog Pricing More results Sign in Sign up free Sign in Sign up free Sign in Sign up free Features",7
Sync,sync.html,termination_exit,Medium,standard,"&amp;noscript=1""> <img  height=""1"" width=""1"" style=""display:none;"" alt="""" src=""https://px.ads.linkedin.com/collect/?pid=7098068&amp;fmt=gif""> Features Solutions Secure file sharing Client file portal Team collaboration Secure cloud storage Work remotely Unlimited storage Education Financial services Healthcare Legal Government Content creators Resources Download Sign in to web Help center Contact us Blog Pricing More results Sign in Sign up free Sign in Sign up free Sign in Sign up free Features",6
Sync,sync.html,service_level,High,no_compensation,"&amp;noscript=1""> <img  height=""1"" width=""1"" style=""display:none;"" alt="""" src=""https://px.ads.linkedin.com/collect/?pid=7098068&amp;fmt=gif""> Features Solutions Secure file sharing Client file portal Team collaboration Secure cloud storage Work remotely Unlimited storage Education Financial services Healthcare Legal Government Content creators Resources Download Sign in to web Help center Contact us Blog Pricing More results Sign in Sign up free Sign in Sign up free Sign in Sign up free Features",4
Trello,trello.html,data_portability,High,data_restriction,Atlassian Customer Agreement | Atlassian Close View this page in your language ? All languages Choose your language 中文 Deutsch English Español Français Italiano 한국어 Nederlands 日本語 Português Pусский Polski Get it free Products Featured Developers Product Managers IT professionals Business Teams Leadership Teams Featured Developers Product Managers IT professionals Business Teams Leadership Teams See all apps Featured FEATURED APPS Jira Flexible project management Confluence Collaborative knowledg,2
Trello,trello.html,pricing_terms,High,price_increase_risk,Atlassian Customer Agreement | Atlassian Close View this page in your language ? All languages Choose your language 中文 Deutsch English Español Français Italiano 한국어 Nederlands 日本語 Português Pусский Polski Get it free Products Featured Developers Product Managers IT professionals Business Teams Leadership Teams Featured Developers Product Managers IT professionals Business Teams Leadership Teams See all apps Featured FEATURED APPS Jira Flexible project management Confluence Collaborative knowledg,8
Trello,trello.html,support_obligations,High,no_support_guarantee,Atlassian Customer Agreement | Atlassian Close View this page in your language ? All languages Choose your language 中文 Deutsch English Español Français Italiano 한국어 Nederlands 日本語 Português Pусский Polski Get it free Products Featured Developers Product Managers IT professionals Business Teams Leadership Teams Featured Developers Product Managers IT professionals Business Teams Leadership Teams See all apps Featured FEATURED APPS Jira Flexible project management Confluence Collaborative knowledg,6
Trello,trello.html,termination_exit,Medium,automatic_renewal,Atlassian Customer Agreement | Atlassian Close View this page in your language ? All languages Choose your language 中文 Deutsch English Español Français Italiano 한국어 Nederlands 日本語 Português Pусский Polski Get it free Products Featured Developers Product Managers IT professionals Business Teams Leadership Teams Featured Developers Product Managers IT professionals Business Teams Leadership Teams See all apps Featured FEATURED APPS Jira Flexible project management Confluence Collaborative knowledg,4
Trello,trello.html,service_level,High,no_compensation,Atlassian Customer Agreement | Atlassian Close View this page in your language ? All languages Choose your language 中文 Deutsch English Español Français Italiano 한국어 Nederlands 日本語 Português Pусский Polski Get it free Products Featured Developers Product Managers IT professionals Business Teams Leadership Teams Featured Developers Product Managers IT professionals Business Teams Leadership Teams See all apps Featured FEATURED APPS Jira Flexible project management Confluence Collaborative knowledg,7
Twilio,twilio.html,pricing_terms,High,price_increase_risk,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",8
Twilio,twilio.html,support_obligations,High,discontinuation_risk,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",6
Twilio,twilio.html,termination_exit,Medium,standard,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",4
Twilio,twilio.html,service_level,High,no_compensation,"Twilio Terms of Service | Twilio English English An icon of a checkmark Japanese Support Help Center Support Plans Partner Solutions Login Log in to: Twilio logo Messaging, Voice, Verify, Video, and more Twilio Or log in to access: Customer Data Platform Twilio Segment Email Twilio SendGrid Twilio logo Products An icon of a down chevron The Platform An icon of a plus symbol An icon of a minus symbol Customer Engagement Platform An icon of a right chevron One flexible platform that combines data,",7
Vercel,vercel.html,pricing_terms,High,price_increase_risk,"Terms of Service Products AI Cloud v0 Build applications with AI AI SDK The AI Toolkit for TypeScript AI Gateway One endpoint, all your models Vercel Agent An agent that knows your stack Sandbox AI workflows in live environments Core Platform CI/CD Helping teams ship 6× faster Content Delivery Fast, scalable, and reliable Fluid Compute Servers, in serverless form Observability Trace every step Security Bot Management Scalable bot protection BotID Invisible CAPTCHA Platform Security DDoS Protecti",8
Vercel,vercel.html,support_obligations,High,no_support_guarantee,"Terms of Service Products AI Cloud v0 Build applications with AI AI SDK The AI Toolkit for TypeScript AI Gateway One endpoint, all your models Vercel Agent An agent that knows your stack Sandbox AI workflows in live environments Core Platform CI/CD Helping teams ship 6× faster Content Delivery Fast, scalable, and reliable Fluid Compute Servers, in serverless form Observability Trace every step Security Bot Management Scalable bot protection BotID Invisible CAPTCHA Platform Security DDoS Protecti",3
Vercel,vercel.html,termination_exit,Medium,automatic_renewal,"Terms of Service Products AI Cloud v0 Build applications with AI AI SDK The AI Toolkit for TypeScript AI Gateway One endpoint, all your models Vercel Agent An agent that knows your stack Sandbox AI workflows in live environments Core Platform CI/CD Helping teams ship 6× faster Content Delivery Fast, scalable, and reliable Fluid Compute Servers, in serverless form Observability Trace every step Security Bot Management Scalable bot protection BotID Invisible CAPTCHA Platform Security DDoS Protecti",5
Vercel,vercel.html,service_level,High,no_compensation,"Terms of Service Products AI Cloud v0 Build applications with AI AI SDK The AI Toolkit for TypeScript AI Gateway One endpoint, all your models Vercel Agent An agent that knows your stack Sandbox AI workflows in live environments Core Platform CI/CD Helping teams ship 6× faster Content Delivery Fast, scalable, and reliable Fluid Compute Servers, in serverless form Observability Trace every step Security Bot Management Scalable bot protection BotID Invisible CAPTCHA Platform Security DDoS Protecti",7
Wix,wix.html,pricing_terms,High,no_notice_changes,"Terms of Use | Wix.com Product CREATION Website design Create your site with intuitive design features. Website templates Choose from 900+ website templates. AI website builder Create your site in no time with AI. BUSINESS eCommerce Run & grow your eCommerce website. Scheduling Manage appointments, staff & clients. Restaurant Manage your menus, orders, and reservations. Blog Share ideas & grow your traffic. Portfolio Showcase your work with an online portfolio. ESSENTIALS Domain names Buy & regi",6
Wix,wix.html,support_obligations,Medium,standard,"Terms of Use | Wix.com Product CREATION Website design Create your site with intuitive design features. Website templates Choose from 900+ website templates. AI website builder Create your site in no time with AI. BUSINESS eCommerce Run & grow your eCommerce website. Scheduling Manage appointments, staff & clients. Restaurant Manage your menus, orders, and reservations. Blog Share ideas & grow your traffic. Portfolio Showcase your work with an online portfolio. ESSENTIALS Domain names Buy & regi",2
Wix,wix.html,termination_exit,Medium,exit_fees,"Terms of Use | Wix.com Product CREATION Website design Create your site with intuitive design features. Website templates Choose from 900+ website templates. AI website builder Create your site in no time with AI. BUSINESS eCommerce Run & grow your eCommerce website. Scheduling Manage appointments, staff & clients. Restaurant Manage your menus, orders, and reservations. Blog Share ideas & grow your traffic. Portfolio Showcase your work with an online portfolio. ESSENTIALS Domain names Buy & regi",2
